date,researcher,species,spawning_time,obsv_time,plate_letter,cell_num,stage,water_temp_(è_C),pH,comments
8/4/18,Miller,D,10:00,15:05,B,5,1,24,7.8,
8/4/18,Miller,D,10:00,15:05,B,6,2,24,7.8,
8/4/18,Miller,D,10:00,15:05,C,1,3,24,7.5,
8/4/18,Miller,D,10:00,15:05,C,2,3,24,7.5,
8/4/18,Miller,D,10:00,15:05,C,3,1,24,7.5,
8/4/18,Miller,D,10:00,15:05,C,4,1,24,7.5,
8/4/18,Miller,D,10:00,15:05,C,5,3,24,7.5,
8/4/18,Miller,D,10:00,15:05,C,6,1,24,7.5,
8/4/18,Miller,B1,10:00,15:52,A,1,0,24,8.2,
8/4/18,Miller,B1,10:00,15:52,A,2,3,24,8.2,
8/4/18,Miller,B1,10:00,15:52,A,3,1,24,8.2,
8/4/18,Miller,B1,10:00,15:52,A,4,1,24,8.2,
8/4/18,Miller,B1,10:00,15:52,A,5,1,24,8.2,
8/4/18,Miller,B1,10:00,15:52,A,6,1,24,8.2,
8/4/18,Miller,B1,10:00,15:52,B,1,4,24,7.8,
8/4/18,Miller,B1,10:00,15:52,B,2,3,24,7.8,
8/4/18,Miller,B1,10:00,15:52,B,3,1,24,7.8,
8/4/18,Miller,B1,10:00,15:52,B,4,1,24,7.8,
8/4/18,Miller,B1,10:00,15:52,B,5,0,24,7.8,
8/4/18,Miller,B1,10:00,15:52,B,6,0,24,7.8,
8/4/18,Miller,B1,10:00,15:52,C,1,1,24,7.5,
8/4/18,Miller,B1,10:00,15:52,C,2,1,24,7.5,
8/4/18,Miller,B1,10:00,15:52,C,3,1,24,7.5,
8/4/18,Miller,B1,10:00,15:52,C,4,1,24,7.5,
8/4/18,Miller,B1,10:00,15:52,C,5,1,24,7.5,
8/4/18,Miller,B1,10:00,15:52,C,6,1,24,7.5,
8/4/18,Miller,B1,10:00,15:52,D,1,1,24,7.5,
8/4/18,Miller,B1,10:00,15:52,D,2,1,24,7.5,
8/4/18,Miller,B1,10:00,15:52,D,3,1,24,7.5,
8/4/18,Miller,B1,10:00,15:52,D,4,3,24,7.5,
8/4/18,Miller,B1,10:00,15:52,D,5,2,24,7.5,
8/4/18,Miller,B1,10:00,15:52,D,6,0,24,7.5,
8/4/18,Miller,B2,10:00,15:52,A,1,1,24,8.2,
8/4/18,Miller,B2,10:00,15:52,A,2,4,24,8.2,
8/4/18,Miller,B2,10:00,15:52,A,3,1,24,8.2,
8/4/18,Miller,B2,10:00,15:52,A,4,4,24,8.2,
8/4/18,Miller,B2,10:00,15:52,A,5,1,24,8.2,
8/4/18,Miller,B2,10:00,15:52,A,6,3,24,8.2,
8/4/18,Miller,B2,10:00,15:52,B,1,3,24,7.8,
8/4/18,Miller,B2,10:00,15:52,B,2,3,24,7.8,
8/4/18,Miller,B2,10:00,15:52,B,3,1,24,7.8,
8/4/18,Miller,B2,10:00,15:52,B,4,1,24,7.8,
8/4/18,Miller,B2,10:00,15:52,B,5,1,24,7.8,
8/4/18,Miller,B2,10:00,15:52,B,6,4,24,7.8,
8/4/18,Miller,B2,10:00,15:52,C,1,0,24,7.5,
8/4/18,Miller,B2,10:00,15:52,C,2,1,24,7.5,
8/4/18,Miller,B2,10:00,15:52,C,3,1,24,7.5,
8/4/18,Miller,B2,10:00,15:52,C,4,1,24,7.5,
8/4/18,Miller,B2,10:00,15:52,C,5,4,24,7.5,
8/4/18,Miller,B2,10:00,15:52,C,6,1,24,7.5,
8/4/18,Miller,B2,10:00,15:52,D,1,1,24,7.8,
8/4/18,Miller,B2,10:00,15:52,D,2,1,24,7.8,
8/4/18,Miller,B2,10:00,15:52,D,3,1,24,7.8,
8/4/18,Miller,B2,10:00,15:52,D,4,1,24,7.8,
8/4/18,Miller,B2,10:00,15:52,D,5,1,24,7.8,
8/4/18,Miller,B2,10:00,15:52,D,6,1,24,7.8,
8/4/18,Miller,D,10:00,15:52,A,1,1,24,8.2,
8/4/18,Miller,D,10:00,15:52,A,2,1,24,8.2,
8/4/18,Miller,D,10:00,15:52,A,3,3,24,8.2,
8/4/18,Miller,D,10:00,15:52,A,4,1,24,8.2,
8/4/18,Miller,D,10:00,15:52,A,5,2,24,8.2,
8/4/18,Miller,D,10:00,15:52,A,6,1,24,8.2,
8/4/18,Miller,D,10:00,15:52,B,1,1,24,7.8,
8/4/18,Miller,D,10:00,15:52,B,2,1,24,7.8,
8/4/18,Miller,D,10:00,15:52,B,3,2,24,7.8,
8/4/18,Miller,D,10:00,15:52,B,4,2,24,7.8,
8/4/18,Miller,D,10:00,15:52,B,5,1,24,7.8,
8/4/18,Miller,D,10:00,15:52,B,6,2,24,7.8,
8/4/18,Miller,D,10:00,15:52,C,1,3,24,7.5,
8/4/18,Miller,D,10:00,15:52,C,2,3,24,7.5,
8/4/18,Miller,D,10:00,15:52,C,3,1,24,7.5,
8/4/18,Miller,D,10:00,15:52,C,4,1,24,7.5,
8/4/18,Miller,D,10:00,15:52,C,5,3,24,7.5,
8/4/18,Miller,D,10:00,15:52,C,6,3,24,7.5,
8/4/18,Miller,B1,10:00,16:32,A,1,0,24,8.2,
8/4/18,Miller,B1,10:00,16:32,A,2,4,24,8.2,
8/4/18,Miller,B1,10:00,16:32,A,3,1,24,8.2,
8/4/18,Miller,B1,10:00,16:32,A,4,1,24,8.2,
8/4/18,Miller,B1,10:00,16:32,A,5,2,24,8.2,
8/4/18,Miller,B1,10:00,16:32,A,6,0,24,8.2,
8/4/18,Miller,B1,10:00,16:32,B,1,4,24,7.8,
8/4/18,Miller,B1,10:00,16:32,B,2,3,24,7.8,
8/4/18,Miller,B1,10:00,16:32,B,3,1,24,7.8,
8/4/18,Miller,B1,10:00,16:32,B,4,1,24,7.8,
8/4/18,Miller,B1,10:00,16:32,B,5,2,24,7.8,
8/4/18,Miller,B1,10:00,16:32,B,6,0,24,7.8,
8/4/18,Miller,B1,10:00,16:32,C,1,1,24,7.5,
8/4/18,Miller,B1,10:00,16:32,C,2,1,24,7.5,
8/4/18,Miller,B1,10:00,16:32,C,3,1,24,7.5,
8/4/18,Miller,B1,10:00,16:32,C,4,1,24,7.5,
8/4/18,Miller,B1,10:00,16:32,C,5,1,24,7.5,
8/4/18,Miller,B1,10:00,16:32,C,6,1,24,7.5,
8/4/18,Miller,B1,10:00,16:32,D,1,1,24,7.5,
8/4/18,Miller,B1,10:00,16:32,D,2,0,24,7.5,
8/4/18,Miller,B1,10:00,16:32,D,3,1,24,7.5,
8/4/18,Miller,B1,10:00,16:32,D,4,3,24,7.5,
8/4/18,Miller,B1,10:00,16:32,D,5,2,24,7.5,I think dead
8/4/18,Miller,B1,10:00,16:32,D,6,1,24,7.5,
8/4/18,Miller,B2,10:00,16:32,A,1,1,24,8.2,
